FHRSID,BusinessType,RatingValue,RatingDate,LocalAuthorityName,Hygiene,Structural,ConfidenceInManagement,Longitude,Latitude,Easting,Northing
1677323,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.1001032,51.5184754,531917.0126682068,181661.00505479827
1493053,Retailers - other,5,2022-04-27,City of London Corporation,5.0,0.0,5.0,-0.088209,51.517732,532744.3558483473,181599.8389411033
706954,Retailers - supermarkets/hypermarkets,5,2023-06-07,City of London Corporation,0.0,0.0,0.0,-0.090164,51.512,532625.3643344465,180958.8917140342
1759561,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.077019,51.51478,533529.3230002002,181291.92978067673
1230013,Takeaway/sandwich shop,5,2023-07-27,City of London Corporation,0.0,0.0,0.0,-0.081851,51.517071,533187.3876842108,181537.8856720014
950862,Pub/bar/nightclub,5,2021-08-04,City of London Corporation,5.0,5.0,5.0,-0.0852265,51.5106076,532972.0145374774,180813.00865913118
1498015,Pub/bar/nightclub,5,2022-02-10,City of London Corporation,5.0,5.0,5.0,-0.093549,51.5125438,532388.9140261556,181013.23770552455
1489482,Restaurant/Cafe/Canteen,5,2024-09-27,City of London Corporation,,,,-0.0779439,51.5175656,533457.0115364499,181600.00494530628
1666608,Restaurant/Cafe/Canteen,5,2023-11-15,City of London Corporation,5.0,5.0,5.0,-0.0818003,51.5171482,533190.6800433842,181546.56270554982
1625670,Restaurant/Cafe/Canteen,5,2024-05-01,City of London Corporation,0.0,5.0,0.0,-0.0834123,51.5178849,533076.6950448416,181625.55173155788
1151378,Hotel/bed & breakfast/guest house,5,2023-04-04,City of London Corporation,0.0,0.0,0.0,-0.0893227,51.5116779,532684.674997222,180924.59784385219
1727197,Restaurant/Cafe/Canteen,4,2024-05-15,City of London Corporation,5.0,5.0,10.0,-0.092388,51.511892,532471.3612861306,180942.85662156134
1708919,Other catering premises,4,2024-03-19,City of London Corporation,10.0,5.0,5.0,-0.0775404,51.5144835,533494.0137517173,181258.00725426234
1540167,Restaurant/Cafe/Canteen,5,2022-07-22,City of London Corporation,0.0,5.0,5.0,-0.096765,51.51512,532158.3151438134,181293.90318129648
294477,Restaurant/Cafe/Canteen,5,2024-10-10,City of London Corporation,0.0,0.0,0.0,-0.083405,51.51269,533092.3384617134,181047.88508811715
690318,Restaurant/Cafe/Canteen,5,2023-11-22,City of London Corporation,5.0,5.0,5.0,-0.087133,51.514172,532829.3594917711,181205.91425269778
294692,Other catering premises,5,2023-09-08,City of London Corporation,0.0,0.0,0.0,-0.0719159,51.5063786,533908.0119254426,180367.00833162077
1618766,Retailers - supermarkets/hypermarkets,5,2023-08-30,City of London Corporation,0.0,5.0,0.0,-0.083191,51.518136,533091.3164531641,181653.87692059757
295027,Retailers - supermarkets/hypermarkets,5,2022-06-17,City of London Corporation,5.0,5.0,0.0,-0.09523,51.513548,532269.3684692287,181121.867637181
676661,Restaurant/Cafe/Canteen,5,2024-04-26,City of London Corporation,5.0,5.0,0.0,-0.09523,51.513548,532269.3684692287,181121.867637181
1519859,Restaurant/Cafe/Canteen,5,2022-06-08,City of London Corporation,5.0,5.0,5.0,-0.0849601,51.5193621,532965.0113816347,181787.0046017433
355565,Pub/bar/nightclub,5,2023-09-19,City of London Corporation,5.0,0.0,0.0,-0.102839,51.51565,531735.3595909597,181341.8943957875
1756317,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.09523,51.513548,532269.3684692287,181121.867637181
1663550,Restaurant/Cafe/Canteen,5,2023-10-26,City of London Corporation,5.0,5.0,5.0,-0.080996,51.509647,533268.3649698889,180713.88372634782
1721346,Takeaway/sandwich shop,3,2024-05-01,City of London Corporation,10.0,10.0,10.0,-0.088539,51.51709,532723.3268821558,181527.84941130597
717398,Restaurant/Cafe/Canteen,4,2023-10-24,City of London Corporation,10.0,5.0,5.0,-0.098604,51.51247,532038.3810833162,180995.90446671873
294656,Restaurant/Cafe/Canteen,5,2023-02-02,City of London Corporation,5.0,5.0,5.0,-0.095665,51.515228,532234.3227402461,181307.89892043459
1618750,Takeaway/sandwich shop,5,2023-05-03,City of London Corporation,5.0,5.0,5.0,0.0067499,51.4595006,539510.0108859899,175301.0035763678
898161,Restaurant/Cafe/Canteen,5,2022-10-05,City of London Corporation,5.0,0.0,0.0,-0.104925,51.514343,531594.3949103951,181192.80650140735
430538,Retailers - supermarkets/hypermarkets,5,2024-01-08,City of London Corporation,0.0,5.0,0.0,-0.089605,51.511253,532666.3209320885,180876.8371210135
999702,Retailers - supermarkets/hypermarkets,5,2023-10-11,City of London Corporation,0.0,5.0,5.0,-0.0843010023236275,51.5140190124512,533026.2985070912,181194.0437972563
294553,Retailers - supermarkets/hypermarkets,5,2023-08-17,City of London Corporation,0.0,5.0,0.0,-0.112668,51.518083,531046.4274730457,181594.8160241911
295189,Retailers - supermarkets/hypermarkets,5,2021-07-15,City of London Corporation,0.0,0.0,0.0,-0.081393,51.519069,533213.3346092455,181760.8998741263
1453373,Takeaway/sandwich shop,4,2021-12-06,City of London Corporation,10.0,5.0,0.0,-0.0736136,51.5135825,533769.1037557223,181164.98591532354
1435899,Restaurant/Cafe/Canteen,5,2021-09-13,City of London Corporation,0.0,5.0,5.0,-0.0909471,51.5150781,532562.0944397938,181299.7612421998
1389732,Restaurant/Cafe/Canteen,4,2024-01-02,City of London Corporation,0.0,10.0,5.0,-0.078216,51.518181,533436.3356198821,181667.94203880604
294834,Restaurant/Cafe/Canteen,5,2023-05-23,City of London Corporation,5.0,5.0,5.0,-0.086129,51.515091,532896.3465269416,181309.93001352763
1571132,Restaurant/Cafe/Canteen,5,2022-11-22,City of London Corporation,5.0,5.0,5.0,-0.080446,51.518622,533280.3379373661,181712.91742612486
1753157,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.0815000000109752,51.5109000000004,533229.7380966924,180852.3012280219
1571133,Restaurant/Cafe/Canteen,3,2022-11-04,City of London Corporation,5.0,10.0,10.0,-0.096916,51.518746,532137.3478087144,181696.84429850848
924323,Restaurant/Cafe/Canteen,5,2023-09-21,City of London Corporation,5.0,5.0,5.0,-0.085486,51.510485,532954.364939536,180798.9042648697
293982,Restaurant/Cafe/Canteen,5,2022-08-17,City of London Corporation,0.0,5.0,0.0,-0.110816,51.517928,531175.3605261408,181580.89459623635
294030,Restaurant/Cafe/Canteen,5,2022-06-08,City of London Corporation,5.0,5.0,5.0,-0.081393,51.519069,533213.3346092455,181760.8998741263
1025541,Takeaway/sandwich shop,5,2023-06-20,City of London Corporation,0.0,5.0,0.0,-0.101292,51.513682,531848.3729852973,181125.83582187718
1731461,Mobile caterer,AwaitingInspection,,City of London Corporation,,,,-0.0837754,51.512904,533066.0147286307,181071.00856608897
1738784,Restaurant/Cafe/Canteen,5,2024-07-10,City of London Corporation,5.0,5.0,5.0,-0.0834123,51.5178849,533076.6950448416,181625.55173155788
1712264,Other catering premises,AwaitingInspection,,City of London Corporation,,,,-0.0918275,51.5140507,532503.9907862232,181183.91987995675
709405,Pub/bar/nightclub,3,2022-06-15,City of London Corporation,5.0,10.0,10.0,-0.093281,51.513292,532405.340783382,181096.92262252275
294660,Retailers - other,5,2023-09-11,City of London Corporation,0.0,5.0,5.0,-0.094973,51.514524,532284.3737936118,181230.86369620147
1069312,Takeaway/sandwich shop,2,2023-12-11,City of London Corporation,10.0,15.0,10.0,-0.104748,51.513756,531608.3669643148,181127.84992134105
911661,Takeaway/sandwich shop,5,2022-11-02,City of London Corporation,0.0,5.0,5.0,-0.0821018,51.5180923,533167.0093524777,181650.99918957875
1418172,Restaurant/Cafe/Canteen,5,2023-08-02,City of London Corporation,0.0,5.0,5.0,-0.0834123,51.5178849,533076.6950448416,181625.55173155788
1666605,Restaurant/Cafe/Canteen,4,2023-10-20,City of London Corporation,5.0,10.0,5.0,-0.093931,51.519822,532341.3183462964,181821.8890068545
294415,Restaurant/Cafe/Canteen,4,2023-08-09,City of London Corporation,0.0,10.0,10.0,-0.087803,51.515055,532780.305697506,181302.88963866152
295216,Restaurant/Cafe/Canteen,5,2022-07-21,City of London Corporation,5.0,5.0,5.0,-0.081234,51.517358,533229.3570426203,181570.92373542406
1618755,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.0860681,51.5132202,532906.0152960987,181102.00525360287
653531,Takeaway/sandwich shop,4,2023-10-04,City of London Corporation,5.0,10.0,5.0,-0.098175,51.520709,532044.3269708194,181912.8597868298
1588523,Takeaway/sandwich shop,4,2024-02-28,City of London Corporation,5.0,10.0,5.0,-0.088126,51.516958,532752.3640629931,181513.91968763544
1228601,Restaurant/Cafe/Canteen,5,2024-08-03,City of London Corporation,0.0,0.0,0.0,-0.0814630016684532,51.513298034668,533225.311215524,181119.03315289173
295190,Restaurant/Cafe/Canteen,3,2024-06-12,City of London Corporation,10.0,10.0,5.0,-0.081393,51.519069,533213.3346092455,181760.8998741263
1319332,Pub/bar/nightclub,2,2024-03-18,City of London Corporation,10.0,15.0,10.0,-0.101584,51.5123303,531832.0134866766,180975.00088354124
1418174,Pub/bar/nightclub,5,2021-10-12,City of London Corporation,0.0,5.0,0.0,-0.076111,51.511024,533603.3074174754,180875.91498814797
1130821,Restaurant/Cafe/Canteen,3,2023-09-06,City of London Corporation,5.0,10.0,10.0,-0.083688,51.518998,533054.3244507094,181748.82864979125
1759562,Restaurant/Cafe/Canteen,5,2024-09-05,City of London Corporation,0.0,0.0,5.0,-0.082306,51.5137662,533165.4554103456,181169.55933187262
1523637,Restaurant/Cafe/Canteen,5,2024-08-05,City of London Corporation,5.0,0.0,5.0,-0.073199,51.513773,533797.312290547,181186.9277565289
295039,Restaurant/Cafe/Canteen,3,2024-03-26,City of London Corporation,10.0,10.0,10.0,-0.075911,51.515076,533605.332499452,181326.86785550765
1523643,Pub/bar/nightclub,5,2024-06-21,City of London Corporation,0.0,5.0,0.0,-0.077397,51.5113876,533513.0119898192,180914.00073635188
1281611,Restaurant/Cafe/Canteen,4,2024-07-03,City of London Corporation,5.0,5.0,10.0,-0.084366,51.511078,533030.3535926171,180866.88121363363
455599,Other catering premises,5,2021-10-18,City of London Corporation,0.0,0.0,0.0,-0.1235417,51.5016136,530339.0119357619,179744.0076794061
1604305,Takeaway/sandwich shop,5,2024-02-07,City of London Corporation,0.0,0.0,0.0,0.00876,51.507817,539502.1271452215,180677.5840626462
294559,Other catering premises,5,2022-08-10,City of London Corporation,0.0,0.0,0.0,-0.0617812,51.5010496,534627.0104587005,179793.0030853161
1130836,Other catering premises,5,2023-10-09,City of London Corporation,0.0,5.0,0.0,-0.0617812,51.5010496,534627.0104587005,179793.0030853161
294561,Other catering premises,5,2024-02-01,City of London Corporation,0.0,0.0,0.0,-0.0617812,51.5010496,534627.0104587005,179793.0030853161
294560,Other catering premises,5,2022-08-10,City of London Corporation,0.0,0.0,0.0,-0.0617812,51.5010496,534627.0104587005,179793.0030853161
293785,Other catering premises,5,2021-10-04,City of London Corporation,0.0,0.0,0.0,-0.3230618,51.4582427,516602.01033403643,174585.00267682475
629368,Other catering premises,5,2023-08-15,City of London Corporation,5.0,5.0,5.0,-0.073514,51.50358,533805.3076046293,180052.87855537806
1604306,Other catering premises,5,2023-07-19,City of London Corporation,0.0,0.0,0.0,0.00876,51.507817,539502.1271452215,180677.5840626462
629367,Other catering premises,5,2023-08-15,City of London Corporation,0.0,0.0,0.0,-0.073514,51.50358,533805.3076046293,180052.87855537806
294504,Other catering premises,5,2022-11-17,City of London Corporation,0.0,0.0,0.0,-0.1118936,51.5108151,531121.014248308,180788.00736537995
293750,Other catering premises,5,2022-03-30,City of London Corporation,0.0,0.0,0.0,-0.1118936,51.5108151,531121.014248308,180788.00736537995
295015,Other catering premises,5,2022-03-30,City of London Corporation,0.0,0.0,0.0,-0.1118936,51.5108151,531121.014248308,180788.00736537995
293784,Other catering premises,5,2021-10-04,City of London Corporation,0.0,0.0,0.0,-0.1235417,51.5016136,530339.0119357619,179744.0076794061
1090025,Other catering premises,5,2021-12-03,City of London Corporation,0.0,0.0,0.0,0.0084574,51.5085094,539479.0131422915,180754.00084231648
455598,Other catering premises,5,2023-09-05,City of London Corporation,0.0,0.0,0.0,-0.1235417,51.5016136,530339.0119357619,179744.0076794061
1754511,Restaurant/Cafe/Canteen,5,2024-08-28,City of London Corporation,0.0,0.0,0.0,0.00876,51.507817,539502.1271452215,180677.5840626462
293734,Other catering premises,5,2022-09-01,City of London Corporation,0.0,0.0,0.0,-0.0617812,51.5010496,534627.0104587005,179793.0030853161
293738,Other catering premises,5,2021-11-05,City of London Corporation,0.0,0.0,0.0,-0.1235417,51.5016136,530339.0119357619,179744.0076794061
293787,Other catering premises,5,2021-11-05,City of London Corporation,0.0,0.0,0.0,-0.1235417,51.5016136,530339.0119357619,179744.0076794061
294627,Other catering premises,5,2021-11-05,City of London Corporation,0.0,0.0,0.0,-0.1235417,51.5016136,530339.0119357619,179744.0076794061
1090018,Other catering premises,5,2021-12-03,City of London Corporation,0.0,0.0,0.0,0.00876,51.507817,539502.1271452215,180677.5840626462
293731,Other catering premises,5,2021-07-12,City of London Corporation,0.0,0.0,0.0,-0.0617812,51.5010496,534627.0104587005,179793.0030853161
293730,Other catering premises,5,2022-04-19,City of London Corporation,0.0,0.0,0.0,-0.0617812,51.5010496,534627.0104587005,179793.0030853161
430551,Other catering premises,5,2022-09-01,City of London Corporation,0.0,0.0,0.0,-0.0617812,51.5010496,534627.0104587005,179793.0030853161
293733,Other catering premises,5,2022-04-20,City of London Corporation,0.0,0.0,0.0,-0.0617812,51.5010496,534627.0104587005,179793.0030853161
293755,Other catering premises,5,2024-02-01,City of London Corporation,0.0,0.0,0.0,-0.0617812,51.5010496,534627.0104587005,179793.0030853161
1090017,Other catering premises,5,2021-10-18,City of London Corporation,0.0,0.0,0.0,0.00876,51.507817,539502.1271452215,180677.5840626462
293765,Other catering premises,5,2022-07-15,City of London Corporation,0.0,0.0,0.0,-0.1216764,51.4951179,530487.0127454567,179025.0008750374
1498022,Other catering premises,5,2022-02-25,City of London Corporation,0.0,0.0,0.0,0.008102,51.507787,539456.5579115342,180672.99440307013
1414733,Other catering premises,5,2021-10-08,City of London Corporation,0.0,0.0,0.0,-0.115152307526097,51.5058799693348,530909.0360832661,180233.38992855698
294611,Other catering premises,5,2022-08-11,City of London Corporation,0.0,0.0,0.0,-0.3230618,51.4582427,516602.01033403643,174585.00267682475
294988,Other catering premises,5,2021-09-22,City of London Corporation,0.0,0.0,0.0,-0.108228,51.508372,531382.3917092052,180522.90104700066
909561,Other catering premises,5,2023-11-10,City of London Corporation,0.0,0.0,0.0,-0.1124107,51.5106785,531085.5251749428,180771.8919730438
909559,Other catering premises,5,2023-11-10,City of London Corporation,0.0,5.0,5.0,-0.1124107,51.5106785,531085.5251749428,180771.8919730438
1498023,Other catering premises,5,2022-02-25,City of London Corporation,0.0,0.0,0.0,0.008102,51.507787,539456.5579115342,180672.99440307013
1498021,Other catering premises,5,2022-02-25,City of London Corporation,0.0,0.0,0.0,0.008102,51.507787,539456.5579115342,180672.99440307013
293758,Other catering premises,5,2022-01-17,City of London Corporation,0.0,0.0,0.0,0.0084574,51.5085094,539479.0131422915,180754.00084231648
293774,Other catering premises,5,2022-05-04,City of London Corporation,0.0,0.0,0.0,-0.1235417,51.5016136,530339.0119357619,179744.0076794061
1090016,Other catering premises,5,2021-12-03,City of London Corporation,0.0,0.0,0.0,0.00876,51.507817,539502.1271452215,180677.5840626462
293726,Other catering premises,5,2020-09-28,City of London Corporation,0.0,0.0,0.0,-0.121734,51.494974,530483.425334377,179008.89650526317
1498024,Other catering premises,5,2022-02-25,City of London Corporation,0.0,0.0,0.0,0.0089080067362953,51.507771887145,539512.5357084202,180672.84967088
803160,Other catering premises,5,2021-11-25,City of London Corporation,0.0,0.0,0.0,-0.123272,51.501716,530357.4377716682,179755.87451036315
293735,Other catering premises,5,2021-07-15,City of London Corporation,0.0,0.0,0.0,-0.0617812,51.5010496,534627.0104587005,179793.0030853161
1721351,Takeaway/sandwich shop,AwaitingInspection,,City of London Corporation,,,,-0.075211,51.510838,533666.3006795509,180856.87504555273
294766,Restaurant/Cafe/Canteen,5,2022-05-13,City of London Corporation,0.0,5.0,0.0,-0.078748,51.518225,533399.298561203,181671.86483920534
295301,Restaurant/Cafe/Canteen,5,2023-12-01,City of London Corporation,5.0,5.0,0.0,-0.095023,51.514021,532282.3612919301,181174.8394566289
430540,Restaurant/Cafe/Canteen,5,2023-08-01,City of London Corporation,5.0,5.0,5.0,-0.083422,51.511953,533093.3062600817,180965.89880984882
1515425,Restaurant/Cafe/Canteen,2,2024-05-15,City of London Corporation,10.0,15.0,10.0,-0.0791485,51.518053,533372.0154690568,181652.0080901991
1580598,Other catering premises,5,2023-04-11,City of London Corporation,0.0,0.0,0.0,-0.0872389,51.5189856,532808.0136310643,181741.00044678757
1050687,Restaurant/Cafe/Canteen,5,2023-12-12,City of London Corporation,0.0,0.0,0.0,-0.0801500000351208,51.5110800000017,533322.8865921691,180874.77608543623
455597,Restaurant/Cafe/Canteen,5,2024-02-13,City of London Corporation,0.0,5.0,5.0,-0.077243,51.50776,533534.3008343696,180510.88835309976
952108,Restaurant/Cafe/Canteen,5,2021-09-08,City of London Corporation,5.0,5.0,0.0,-0.087681,51.515557,532787.3108774276,181358.93387269427
294731,Restaurant/Cafe/Canteen,5,2023-05-10,City of London Corporation,5.0,0.0,0.0,-0.108781,51.515548,531323.3876149458,181319.8833543508
294748,Restaurant/Cafe/Canteen,5,2022-09-30,City of London Corporation,0.0,0.0,5.0,-0.09782,51.52091,532068.3732527661,181935.8516374532
1451691,Restaurant/Cafe/Canteen,5,2022-01-19,City of London Corporation,5.0,5.0,5.0,-0.080446,51.518622,533280.3379373661,181712.91742612486
430561,Restaurant/Cafe/Canteen,5,2024-01-25,City of London Corporation,5.0,5.0,0.0,-0.080101,51.51724,533308.3069985559,181559.86556128564
294212,Hospitals/Childcare/Caring Premises,5,2023-01-31,City of London Corporation,0.0,0.0,0.0,-0.093509,51.51852,532374.3684771851,181677.86825280136
294889,Retailers - other,5,2023-10-05,City of London Corporation,0.0,0.0,5.0,-0.090422,51.515826,532596.3557830903,181383.8792756255
293817,Retailers - other,5,2020-01-22,City of London Corporation,0.0,5.0,5.0,-0.089012,51.513357,532701.3557058541,181111.87844171852
295226,Retailers - other,5,2023-09-29,City of London Corporation,0.0,0.0,0.0,-0.08845,51.518528,532725.3222953795,181687.91817815398
1414717,Restaurant/Cafe/Canteen,5,2024-08-05,City of London Corporation,0.0,5.0,0.0,-0.09432,51.5157878,532326.0195902204,181372.57906307658
295177,Retailers - other,4,2019-11-14,City of London Corporation,10.0,0.0,10.0,-0.077382,51.51609,533500.3082328179,181436.94120648305
1671082,Restaurant/Cafe/Canteen,5,2024-02-14,City of London Corporation,5.0,5.0,5.0,-0.08781,51.517627,532772.3429231762,181588.88638417667
1763386,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.07526,51.51217,533659.0032054347,181004.9056579664
958283,Restaurant/Cafe/Canteen,5,2020-10-28,City of London Corporation,5.0,5.0,5.0,-0.087414,51.515039,532807.3418449177,181301.8159434673
848622,Restaurant/Cafe/Canteen,5,2023-10-03,City of London Corporation,5.0,5.0,5.0,-0.08036,51.514483,533298.384149222,181252.8115714729
688705,Restaurant/Cafe/Canteen,2,2024-07-22,City of London Corporation,10.0,15.0,10.0,-0.089608,51.519437,532642.3437424251,181786.90117195557
294162,Hotel/bed & breakfast/guest house,5,2019-10-08,City of London Corporation,5.0,5.0,0.0,-0.077337,51.510657,533519.3106520023,180832.86655212537
633317,Restaurant/Cafe/Canteen,5,2024-08-05,City of London Corporation,0.0,5.0,0.0,-0.09051,51.51098,532604.3172958578,180844.84024448483
1513235,Hospitals/Childcare/Caring Premises,5,2024-03-06,City of London Corporation,0.0,5.0,0.0,-0.100896,51.516976,531866.3395947332,181492.84242322348
1427983,Restaurant/Cafe/Canteen,5,2023-08-22,City of London Corporation,0.0,5.0,5.0,-0.0951903,51.5160036,532265.0124004718,181395.0035638432
929658,Takeaway/sandwich shop,5,2022-03-10,City of London Corporation,5.0,5.0,5.0,-0.097608,51.512156,532108.3977203516,180962.78386887017
1066062,Restaurant/Cafe/Canteen,4,2024-07-16,City of London Corporation,5.0,10.0,5.0,-0.0909033,51.515808,532563.0149910335,181381.00610029243
1041562,Takeaway/sandwich shop,5,2022-11-16,City of London Corporation,5.0,0.0,0.0,-0.1089632,51.5164786,531308.0710345998,181423.03987641854
294565,Takeaway/sandwich shop,5,2023-09-14,City of London Corporation,0.0,5.0,5.0,-0.085332,51.51452,532953.3060598508,181247.88099199446
1707391,Restaurant/Cafe/Canteen,5,2024-03-12,City of London Corporation,5.0,5.0,0.0,-0.098116,51.514863,532065.3230189481,181262.88698585803
621704,Takeaway/sandwich shop,5,2023-04-20,City of London Corporation,5.0,5.0,5.0,-0.089186,51.511265,532695.3596161171,180878.93064235017
1753159,Distributors/Transporters,AwaitingInspection,,City of London Corporation,,,,-0.1117416,51.5169277,531114.0155181332,181468.00360441243
1130837,Other catering premises,5,2022-05-25,City of London Corporation,0.0,0.0,0.0,-0.3064702,51.4577809,517755.815450154,174560.16772298294
1697714,Importers/Exporters,AwaitingInspection,,City of London Corporation,,,,-0.076843,51.5129073,533547.0094750521,181084.0042415948
928533,Restaurant/Cafe/Canteen,5,2023-03-03,City of London Corporation,0.0,5.0,0.0,-0.1033236,51.5145592,531704.8823347271,181219.72586541175
851087,Restaurant/Cafe/Canteen,5,2021-10-07,City of London Corporation,5.0,0.0,0.0,-0.113483,51.517917,530990.3605329746,181574.89908245963
1489483,Restaurant/Cafe/Canteen,5,2024-03-07,City of London Corporation,0.0,0.0,5.0,-0.0866804,51.5137428,532862.0108496491,181159.00784259173
924321,Retailers - other,5,2019-11-19,City of London Corporation,0.0,5.0,0.0,-0.075211,51.510838,533666.3006795509,180856.87504555273
926274,Takeaway/sandwich shop,4,2023-09-05,City of London Corporation,5.0,5.0,10.0,-0.082549,51.511785,533154.3703377193,180948.80511478038
1394566,Other catering premises,5,2021-10-01,City of London Corporation,0.0,5.0,0.0,0.0172796,51.5064322,540097.5811022923,180539.8663228948
1544837,Pub/bar/nightclub,2,2022-09-07,City of London Corporation,10.0,15.0,10.0,-0.099967,51.5192,531924.3687142706,181741.826590819
1698590,Restaurant/Cafe/Canteen,4,2024-02-13,City of London Corporation,5.0,10.0,5.0,-0.0780960023403168,51.512809753418,533460.3549866687,181070.87097117683
1587752,Restaurant/Cafe/Canteen,5,2023-02-21,City of London Corporation,5.0,5.0,5.0,-0.087105,51.516572,532824.322729763,181472.84792116313
1204835,Restaurant/Cafe/Canteen,5,2022-11-23,City of London Corporation,5.0,5.0,0.0,-0.108547,51.515976,531338.3922905348,181367.8966364896
676660,Restaurant/Cafe/Canteen,2,2023-03-23,City of London Corporation,15.0,5.0,10.0,-0.078315,51.513443,533443.3098216396,181140.88943900133
840077,Takeaway/sandwich shop,5,2024-02-29,City of London Corporation,5.0,5.0,0.0,-0.102568,51.513514,531760.3229803683,181104.858174038
984706,Takeaway/sandwich shop,5,2022-08-17,City of London Corporation,5.0,5.0,5.0,-0.081116,51.515026,533244.3468590074,181311.81700766605
988722,Retailers - other,5,2017-07-06,City of London Corporation,0.0,0.0,0.0,-0.075608,51.513381,533631.3140289751,181138.9348806496
1498014,Restaurant/Cafe/Canteen,5,2021-11-05,City of London Corporation,5.0,5.0,0.0,-0.082622,51.513154,533145.3146679099,181100.90687412646
1521728,Restaurant/Cafe/Canteen,4,2022-06-08,City of London Corporation,5.0,10.0,5.0,-0.102839,51.51565,531735.3595909597,181341.8943957875
1649530,Restaurant/Cafe/Canteen,4,2023-08-02,City of London Corporation,10.0,0.0,5.0,-0.101943,51.518495,531789.3163354544,181659.87123946688
1292463,Takeaway/sandwich shop,5,2023-03-14,City of London Corporation,5.0,5.0,0.0,-0.09738,51.522495,532094.3124658668,182112.89912592078
294622,Restaurant/Cafe/Canteen,4,2024-04-16,City of London Corporation,5.0,10.0,5.0,-0.083405,51.51269,533092.3384617134,181047.88508811715
294706,Pub/bar/nightclub,5,2024-03-28,City of London Corporation,5.0,5.0,0.0,-0.0898,51.509692,532657.3230930506,180702.89925397834
1731457,Restaurant/Cafe/Canteen,5,2024-05-01,City of London Corporation,0.0,5.0,5.0,-0.0791326,51.5136373,533386.0139520944,181161.0052089598
1066073,Takeaway/sandwich shop,5,2024-01-08,City of London Corporation,5.0,5.0,5.0,-0.094029001891613,51.5129814147949,532354.3406857785,181061.03308728937
1421712,Hotel/bed & breakfast/guest house,5,2024-02-06,City of London Corporation,5.0,5.0,0.0,-0.0802693,51.5164405,533298.9640659556,181470.65344841185
1421718,Restaurant/Cafe/Canteen,5,2024-02-06,City of London Corporation,5.0,5.0,0.0,-0.0802693,51.5164405,533298.9640659556,181470.65344841185
1610998,Takeaway/sandwich shop,4,2023-04-11,City of London Corporation,5.0,10.0,5.0,-0.0821018,51.5180923,533167.0093524777,181650.99918957875
1609416,Restaurant/Cafe/Canteen,4,2023-06-19,City of London Corporation,10.0,5.0,5.0,-0.08781,51.517627,532772.3429231762,181588.88638417667
1676739,Restaurant/Cafe/Canteen,4,2023-11-27,City of London Corporation,5.0,5.0,10.0,-0.098116,51.514863,532065.3230189481,181262.88698585803
1765094,Pub/bar/nightclub,AwaitingInspection,,City of London Corporation,,,,-0.0858748,51.5099257,532929.0139207128,180736.00368976273
1046619,Restaurant/Cafe/Canteen,5,2024-03-21,City of London Corporation,,,,-0.078793,51.51132,533416.344808439,180903.93751109147
1593965,Restaurant/Cafe/Canteen,AwaitingInspection,,City of London Corporation,,,,-0.073198,51.513772,533797.3846033845,181186.8183836484
294413,Restaurant/Cafe/Canteen,5,2023-05-05,City of London Corporation,5.0,0.0,0.0,-0.092181,51.520306,532461.320275947,181878.87573060166
293678,Other catering premises,4,2023-06-14,City of London Corporation,5.0,10.0,5.0,-0.10296,51.51308,531734.3756840737,181055.892316718
1513238,Takeaway/sandwich shop,5,2022-05-10,City of London Corporation,5.0,5.0,5.0,-0.099909,51.519217,531928.3434024089,181743.82153347915
294585,Pub/bar/nightclub,5,2022-10-20,City of London Corporation,5.0,5.0,5.0,-0.10161,51.513319,531827.3563051248,181084.89765133907
294796,Pub/bar/nightclub,5,2020-03-12,City of London Corporation,5.0,5.0,0.0,-0.078315,51.513443,533443.3098216396,181140.88943900133
1409461,Restaurant/Cafe/Canteen,5,2023-11-10,City of London Corporation,5.0,5.0,0.0,-0.1027126,51.5144838,531747.492925585,181212.44003727083
293700,Retailers - other,5,2023-10-18,City of London Corporation,0.0,5.0,0.0,-0.080008,51.509847,533336.3384773706,180737.9236319709
1204842,Takeaway/sandwich shop,5,2024-04-17,City of London Corporation,5.0,5.0,5.0,-0.082608,51.517263,533134.3083329027,181557.85869780852
902472,Other catering premises,5,2023-12-12,City of London Corporation,5.0,5.0,5.0,-0.0804549977183342,51.5140075683594,533293.1803811701,181199.7698913287
294428,Takeaway/sandwich shop,2,2024-05-08,City of London Corporation,5.0,15.0,5.0,-0.093747,51.513164,532373.378374592,181081.8464273942
294333,Takeaway/sandwich shop,4,2024-08-08,City of London Corporation,10.0,5.0,0.0,-0.107388,51.514392,531423.3622715328,181193.83380528598
833708,Restaurant/Cafe/Canteen,5,2023-06-21,City of London Corporation,5.0,5.0,5.0,-0.084102,51.5153,533036.3748202636,181336.85311766044
294493,Takeaway/sandwich shop,5,2022-06-13,City of London Corporation,5.0,5.0,5.0,-0.098635,51.514512,532030.3280461312,181222.919665978
